rows_kept,tp,sl,timeout,core_winrate,expectancy_pnl_pct,expectancy_core,rule,keep_rate,delta_vs_baseline,early_expectancy_pnl_pct,late_expectancy_pnl_pct,robustness_score
1388,576,776,7,0.4260355029585799,-0.06561531954153599,-0.14792899408284024,baseline,1.0,0.0,-0.05395073796412291,-0.07727990111894907,-0.07727990111894907
245,180,56,0,0.7627118644067796,0.6574006203433372,0.5254237288135594,A_dist_to_peak_lt_1,0.1765129682997118,0.7230159398848732,0.5483870967741954,0.7240996841060359,0.5483870967741954
518,296,210,0,0.5849802371541502,0.2654386551551444,0.16996047430830039,B_dist_to_peak_lt_2,0.37319884726224783,0.3310539746966804,0.1710280373831781,0.33189876108672606,0.1710280373831781
939,441,479,1,0.47934782608695653,0.03933470574998751,-0.041304347826086954,C_exclude_dist_to_peak_ge_5,0.6765129682997119,0.1049500252915235,0.06133747899799828,0.019766847046525184,0.019766847046525184
1366,572,758,7,0.43007518796992483,-0.056130353970462704,-0.13984962406015036,D_exclude_symbol_PYRUSDT,0.984149855907781,0.009484965571073284,-0.0433994321333841,-0.06886127580754128,-0.06886127580754128
13,6,5,0,0.5454545454545454,0.17161595825182074,0.09090909090909091,E_dist_to_peak_lt_1_and_best_oi_bucket,0.009365994236311239,0.23723127779335673,0.833333333333336,-0.3955703632466207,-0.3955703632466207
8,5,1,0,0.8333333333333334,0.6845288192458723,0.6666666666666666,F_dist_to_peak_lt_1_and_best_funding_bucket,0.005763688760806916,0.7501441387874083,0.6499999999999996,0.7190576384917451,0.6499999999999996
939,441,479,1,0.47934782608695653,0.03933470574998751,-0.041304347826086954,G_exclude_worst_dist_bucket,0.6765129682997119,0.1049500252915235,0.06133747899799828,0.019766847046525184,0.019766847046525184
