schema_version,trade_id,event_id,run_id,symbol,strategy,mode,source_mode,side,outcome_time_utc,outcome,pnl_pct,hold_seconds,mae_pct,mfe_pct,risk_profile,details_json
3,20260226_232255_fast0_3_b381678b_trade,20260226_232255_fast0_3_b381678b,20260226_232255,POWERUSDT,short_pump_fast0,live,paper,SHORT,2026-02-26T20:25:00+00:00,TP_hit,1.199999999999997,92.0,0.3370142360385507,1.7793708710398128,fast0_base_1R,"{""timeout"": false, ""tp_hit"": true, ""sl_hit"": false, ""tp_sl_same_candle"": 0, ""conflict_policy"": ""SL_FIRST"", ""use_candle_hilo"": true, ""candle_high"": 1.85402, ""candle_low"": 1.83318, ""path_1m"": [{""t"": ""2026-02-26T20:24:00+00:00"", ""h"": 1.87268, ""l"": 1.86375}, {""t"": ""2026-02-26T20:25:00+00:00"", ""h"": 1.85402, ""l"": 1.83318}], ""alt_outcome_tp_first"": null, ""alt_pnl_tp_first"": null, ""alt_outcome_sl_first"": null, ""alt_pnl_sl_first"": null, ""entry_price"": 1.86639, ""tp"": 1.84399332, ""sl"": 1.8850539, ""entry_time_utc"": ""2026-02-26T20:23:28+00:00"", ""exit_price"": 1.84399332, ""mae_pct"": 0.3370142360385507, ""mfe_pct"": 1.7793708710398128, ""hold_seconds"": 92.0, ""details_payload"": ""{\""tp_hit\"": true, \""sl_hit\"": false, \""tp_sl_same_candle\"": 0, \""conflict_policy\"": \""SL_FIRST\"", \""use_candle_hilo\"": true, \""side\"": \""short\"", \""candle_high\"": 1.85402, \""candle_low\"": 1.83318, \""path_1m\"": [{\""t\"": \""2026-02-26T20:24:00+00:00\"", \""h\"": 1.87268, \""l\"": 1.86375}, {\""t\"": \""2026-02-26T20:25:00+00:00\"", \""h\"": 1.85402, \""l\"": 1.83318}]}""}"
3,20260226_232515_fast0_8_87b3843d_trade,20260226_232515_fast0_8_87b3843d,20260226_232515,ARPAUSDT,short_pump_fast0,live,paper,SHORT,2026-02-26T20:27:00+00:00,TP_hit,1.2000000000000075,14.0,0.0,1.7205716434749825,fast0_base_1R,"{""timeout"": false, ""tp_hit"": true, ""sl_hit"": false, ""tp_sl_same_candle"": 0, ""conflict_policy"": ""SL_FIRST"", ""use_candle_hilo"": true, ""candle_high"": 0.010624, ""candle_low"": 0.010453, ""path_1m"": [{""t"": ""2026-02-26T20:27:00+00:00"", ""h"": 0.010624, ""l"": 0.01051}], ""alt_outcome_tp_first"": null, ""alt_pnl_tp_first"": null, ""alt_outcome_sl_first"": null, ""alt_pnl_sl_first"": null, ""entry_price"": 0.010636, ""tp"": 0.010508367999999999, ""sl"": 0.01074236, ""entry_time_utc"": ""2026-02-26T20:26:46+00:00"", ""exit_price"": 0.010508367999999999, ""mae_pct"": 0.0, ""mfe_pct"": 1.7205716434749825, ""hold_seconds"": 14.0, ""details_payload"": ""{\""tp_hit\"": true, \""sl_hit\"": false, \""tp_sl_same_candle\"": 0, \""conflict_policy\"": \""SL_FIRST\"", \""use_candle_hilo\"": true, \""side\"": \""short\"", \""candle_high\"": 0.010624, \""candle_low\"": 0.010453, \""path_1m\"": [{\""t\"": \""2026-02-26T20:27:00+00:00\"", \""h\"": 0.010624, \""l\"": 0.01051}]}""}"
3,20260226_233340_fast0_5_78f2200c_trade,20260226_233340_fast0_5_78f2200c,20260226_233340,SKLUSDT,short_pump_fast0,live,paper,SHORT,2026-02-26T20:35:00+00:00,SL_hit,-1.0000000000000056,23.0,1.9827586206896568,0.0,fast0_base_1R,"{""timeout"": false, ""tp_hit"": false, ""sl_hit"": true, ""tp_sl_same_candle"": 0, ""conflict_policy"": ""SL_FIRST"", ""use_candle_hilo"": true, ""candle_high"": 0.007098, ""candle_low"": 0.007038, ""path_1m"": [{""t"": ""2026-02-26T20:35:00+00:00"", ""h"": 0.007098, ""l"": 0.007038}], ""alt_outcome_tp_first"": null, ""alt_pnl_tp_first"": null, ""alt_outcome_sl_first"": null, ""alt_pnl_sl_first"": null, ""entry_price"": 0.00696, ""tp"": 0.00687648, ""sl"": 0.0070296, ""entry_time_utc"": ""2026-02-26T20:34:37+00:00"", ""exit_price"": 0.0070296, ""mae_pct"": 1.9827586206896568, ""mfe_pct"": 0.0, ""hold_seconds"": 23.0, ""details_payload"": ""{\""tp_hit\"": false, \""sl_hit\"": true, \""tp_sl_same_candle\"": 0, \""conflict_policy\"": \""SL_FIRST\"", \""use_candle_hilo\"": true, \""side\"": \""short\"", \""candle_high\"": 0.007098, \""candle_low\"": 0.007038, \""path_1m\"": [{\""t\"": \""2026-02-26T20:35:00+00:00\"", \""h\"": 0.007098, \""l\"": 0.007038}]}""}"
